home_score,away_score,home_team_id,away_team_id
0,1,Hannover 96,Hoffenheim
3,0,Bayern Munich,VfL Wolfsburg
0,0,VfB Stuttgart,Nurnberg
3,1,Hamburger SV,FC Koln
1,1,Eintracht Frankfurt,Borussia Dortmund
0,0,Werder Bremen,Hannover 96
1,2,FC Koln,Schalke 04
0,2,SC Freiburg,Eintracht Frankfurt
1,0,Nurnberg,Borussia Monchengladbach
2,1,Mainz 05,Hertha BSC
2,3,VfL Wolfsburg,Bayer Leverkusen
3,1,Hamburger SV,VfB Stuttgart
1,5,Borussia Dortmund,Bayern Munich
3,0,Hoffenheim,Bochum
2,3,Bochum,Mainz 05
1,2,Schalke 04,VfL Wolfsburg
0,0,Bayer Leverkusen,Werder Bremen
0,4,Hertha BSC,SC Freiburg
0,2,VfB Stuttgart,FC Koln
1,1,Eintracht Frankfurt,Hamburger SV
2,4,Borussia Monchengladbach,Hoffenheim
1,1,Hannover 96,Borussia Dortmund
2,1,Bayern Munich,Nurnberg
0,1,FC Koln,Bayer Leverkusen
3,0,Werder Bremen,Mainz 05
0,1,Borussia Dortmund,Schalke 04
0,3,Eintracht Frankfurt,VfB Stuttgart
1,0,Hamburger SV,Bayern Munich
3,0,SC Freiburg,Borussia Monchengladbach
0,1,Nurnberg,Bochum
5,1,Hoffenheim,Hertha BSC
4,2,VfL Wolfsburg,Hannover 96
2,0,Schalke 04,Eintracht Frankfurt
1,3,Hertha BSC,Hamburger SV
0,1,Borussia Monchengladbach,Borussia Dortmund
5,2,Hannover 96,SC Freiburg
0,0,Bayern Munich,FC Koln
0,2,VfB Stuttgart,Werder Bremen
1,1,Bochum,VfL Wolfsburg
4,0,Bayer Leverkusen,Nurnberg
2,1,Mainz 05,Hoffenheim
2,1,Eintracht Frankfurt,Hannover 96
1,2,VfB Stuttgart,Schalke 04
1,2,SC Freiburg,Bayern Munich
2,1,VfL Wolfsburg,Borussia Monchengladbach
2,0,Borussia Dortmund,Bochum
1,0,FC Koln,Mainz 05
2,0,Werder Bremen,Hoffenheim
0,0,Hamburger SV,Bayer Leverkusen
3,0,Nurnberg,Hertha BSC
1,4,Bochum,Werder Bremen
0,0,Hertha BSC,VfL Wolfsburg
3,0,Hoffenheim,Nurnberg
3,3,Schalke 04,Hamburger SV
3,0,Mainz 05,SC Freiburg
1,0,Hannover 96,VfB Stuttgart
0,0,Borussia Monchengladbach,FC Koln
2,1,Bayern Munich,Eintracht Frankfurt
1,1,Bayer Leverkusen,Borussia Dortmund
0,0,VfB Stuttgart,Bayern Munich
2,1,Eintracht Frankfurt,Bochum
2,3,Hamburger SV,Borussia Monchengladbach
3,3,VfL Wolfsburg,Mainz 05
0,1,FC Koln,Hannover 96
2,2,Schalke 04,Bayer Leverkusen
0,1,SC Freiburg,Hoffenheim
2,0,Borussia Dortmund,Hertha BSC
2,2,Nurnberg,Werder Bremen
1,2,Hoffenheim,VfL Wolfsburg
2,2,Hannover 96,Hamburger SV
1,1,Werder Bremen,Borussia Dortmund
4,0,Bayer Leverkusen,Eintracht Frankfurt
0,1,Hertha BSC,FC Koln
1,0,Mainz 05,Nurnberg
0,0,Borussia Monchengladbach,VfB Stuttgart
1,1,Bayern Munich,Schalke 04
1,2,Bochum,SC Freiburg
2,0,Schalke 04,Hannover 96
0,0,Borussia Dortmund,Mainz 05
0,6,SC Freiburg,Werder Bremen
1,1,Bayern Munich,Bayer Leverkusen
0,1,Hamburger SV,Bochum
0,4,FC Koln,Hoffenheim
2,3,VfL Wolfsburg,Nurnberg
1,1,VfB Stuttgart,Hertha BSC
1,2,Eintracht Frankfurt,Borussia Monchengladbach
1,0,Borussia Monchengladbach,Schalke 04
0,0,Bochum,FC Koln
1,2,Hoffenheim,Borussia Dortmund
0,1,Nurnberg,SC Freiburg
2,2,Werder Bremen,VfL Wolfsburg
0,3,Hannover 96,Bayern Munich
4,0,Bayer Leverkusen,VfB Stuttgart
1,1,Mainz 05,Hamburger SV
1,3,Hertha BSC,Eintracht Frankfurt
0,0,Hamburger SV,Hoffenheim
2,0,Schalke 04,Hertha BSC
2,1,Bayern Munich,Borussia Monchengladbach
1,1,VfB Stuttgart,Bochum
0,0,Hannover 96,Bayer Leverkusen
2,2,VfL Wolfsburg,SC Freiburg
2,0,Eintracht Frankfurt,Mainz 05
0,0,FC Koln,Werder Bremen
4,0,Borussia Dortmund,Nurnberg
1,1,Mainz 05,VfB Stuttgart
1,1,Hoffenheim,Eintracht Frankfurt
1,3,VfL Wolfsburg,Borussia Dortmund
0,0,SC Freiburg,FC Koln
1,5,Bochum,Bayern Munich
2,2,Hertha BSC,Bayer Leverkusen
0,4,Nurnberg,Hamburger SV
5,3,Borussia Monchengladbach,Hannover 96
0,2,Werder Bremen,Schalke 04
1,0,Borussia Dortmund,SC Freiburg
2,3,Hannover 96,Bochum
2,2,Eintracht Frankfurt,VfL Wolfsburg
3,0,FC Koln,Nurnberg
2,1,Hamburger SV,Werder Bremen
5,2,Bayern Munich,Hertha BSC
1,0,Schalke 04,Mainz 05
3,1,VfB Stuttgart,Hoffenheim
3,2,Bayer Leverkusen,Borussia Monchengladbach
4,2,Bayer Leverkusen,Mainz 05
0,3,Hannover 96,Hertha BSC
1,0,Eintracht Frankfurt,Werder Bremen
2,3,FC Koln,Borussia Dortmund
3,1,VfB Stuttgart,VfL Wolfsburg
2,0,Hamburger SV,SC Freiburg
1,0,Schalke 04,Nurnberg
1,2,Borussia Monchengladbach,Bochum
2,0,Bayern Munich,Hoffenheim
0,1,SC Freiburg,VfB Stuttgart
1,1,Nurnberg,Eintracht Frankfurt
1,0,Mainz 05,Hannover 96
0,3,Hoffenheim,Bayer Leverkusen
2,2,Bochum,Schalke 04
1,0,Borussia Dortmund,Hamburger SV
0,0,Hertha BSC,Borussia Monchengladbach
2,3,Werder Bremen,Bayern Munich
2,3,VfL Wolfsburg,FC Koln
4,1,VfB Stuttgart,Borussia Dortmund
1,2,Eintracht Frankfurt,FC Koln
4,3,Borussia Monchengladbach,Werder Bremen
3,0,Bayern Munich,Mainz 05
2,0,Schalke 04,Hoffenheim
1,1,Hamburger SV,VfL Wolfsburg
3,1,Bayer Leverkusen,SC Freiburg
0,0,Hertha BSC,Bochum
1,3,Hannover 96,Nurnberg
2,1,Werder Bremen,Hertha BSC
0,0,SC Freiburg,Schalke 04
2,3,Borussia Dortmund,Eintracht Frankfurt
1,3,VfL Wolfsburg,Bayern Munich
3,3,FC Koln,Hamburger SV
2,1,Hoffenheim,Hannover 96
1,1,Bochum,Bayer Leverkusen
1,0,Mainz 05,Borussia Monchengladbach
1,2,Nurnberg,VfB Stuttgart
1,5,Hannover 96,Werder Bremen
2,0,Schalke 04,FC Koln
2,1,Borussia Monchengladbach,Nurnberg
2,1,Bayer Leverkusen,VfL Wolfsburg
1,3,VfB Stuttgart,Hamburger SV
2,1,Bochum,Hoffenheim
1,1,Hertha BSC,Mainz 05
2,1,Eintracht Frankfurt,SC Freiburg
3,1,Bayern Munich,Borussia Dortmund
0,0,Mainz 05,Bochum
4,1,Borussia Dortmund,Hannover 96
2,2,Hoffenheim,Borussia Monchengladbach
2,1,VfL Wolfsburg,Schalke 04
1,1,Nurnberg,Bayern Munich
0,3,SC Freiburg,Hertha BSC
0,0,Hamburger SV,Eintracht Frankfurt
1,5,FC Koln,VfB Stuttgart
2,2,Werder Bremen,Bayer Leverkusen
0,1,Hannover 96,VfL Wolfsburg
2,1,VfB Stuttgart,Eintracht Frankfurt
2,1,Schalke 04,Borussia Dortmund
1,0,Bayern Munich,Hamburger SV
1,2,Mainz 05,Werder Bremen
1,1,Borussia Monchengladbach,SC Freiburg
0,0,Bayer Leverkusen,FC Koln
0,2,Hertha BSC,Hoffenheim
0,0,Bochum,Nurnberg
1,0,Hamburger SV,Hertha BSC
0,1,Hoffenheim,Mainz 05
2,2,Werder Bremen,VfB Stuttgart
1,2,SC Freiburg,Hannover 96
1,4,Eintracht Frankfurt,Schalke 04
1,1,FC Koln,Bayern Munich
3,0,Borussia Dortmund,Borussia Monchengladbach
4,1,VfL Wolfsburg,Bochum
3,2,Nurnberg,Bayer Leverkusen
0,4,Borussia Monchengladbach,VfL Wolfsburg
2,1,Bayern Munich,SC Freiburg
1,0,Mainz 05,FC Koln
2,1,Hannover 96,Eintracht Frankfurt
1,4,Bochum,Borussia Dortmund
2,1,Schalke 04,VfB Stuttgart
0,1,Hoffenheim,Werder Bremen
1,2,Hertha BSC,Nurnberg
4,2,Bayer Leverkusen,Hamburger SV
3,2,Werder Bremen,Bochum
3,0,Borussia Dortmund,Bayer Leverkusen
1,1,FC Koln,Borussia Monchengladbach
2,1,Eintracht Frankfurt,Bayern Munich
0,0,Nurnberg,Hoffenheim
2,0,VfB Stuttgart,Hannover 96
1,5,VfL Wolfsburg,Hertha BSC
1,0,SC Freiburg,Mainz 05
2,2,Hamburger SV,Schalke 04
1,1,Hoffenheim,SC Freiburg
1,4,Hannover 96,FC Koln
1,2,Bayern Munich,VfB Stuttgart
0,2,Mainz 05,VfL Wolfsburg
1,2,Bochum,Eintracht Frankfurt
0,0,Hertha BSC,Borussia Dortmund
1,0,Borussia Monchengladbach,Hamburger SV
0,2,Bayer Leverkusen,Schalke 04
4,2,Werder Bremen,Nurnberg
0,0,Hamburger SV,Hannover 96
0,3,FC Koln,Hertha BSC
4,0,VfL Wolfsburg,Hoffenheim
3,2,Eintracht Frankfurt,Bayer Leverkusen
2,1,VfB Stuttgart,Borussia Monchengladbach
1,1,SC Freiburg,Bochum
2,1,Borussia Dortmund,Werder Bremen
2,0,Nurnberg,Mainz 05
1,2,Schalke 04,Bayern Munich
4,2,Hannover 96,Schalke 04
2,0,Borussia Monchengladbach,Eintracht Frankfurt
1,1,Bayer Leverkusen,Bayern Munich
1,0,Mainz 05,Borussia Dortmund
0,2,Nurnberg,VfL Wolfsburg
0,2,Hoffenheim,FC Koln
1,2,Bochum,Hamburger SV
4,0,Werder Bremen,SC Freiburg
0,1,Hertha BSC,VfB Stuttgart
0,1,Hamburger SV,Mainz 05
2,2,Eintracht Frankfurt,Hertha BSC
2,4,VfL Wolfsburg,Werder Bremen
1,1,Borussia Dortmund,Hoffenheim
7,0,Bayern Munich,Hannover 96
3,1,Schalke 04,Borussia Monchengladbach
2,0,FC Koln,Bochum
2,1,SC Freiburg,Nurnberg
2,1,VfB Stuttgart,Bayer Leverkusen
2,3,Nurnberg,Borussia Dortmund
5,1,Hoffenheim,Hamburger SV
0,2,Bochum,VfB Stuttgart
0,1,Hertha BSC,Schalke 04
3,3,Mainz 05,Eintracht Frankfurt
1,0,Werder Bremen,FC Koln
1,0,SC Freiburg,VfL Wolfsburg
1,1,Borussia Monchengladbach,Bayern Munich
3,0,Bayer Leverkusen,Hannover 96
6,1,Hannover 96,Borussia Monchengladbach
1,1,Borussia Dortmund,VfL Wolfsburg
0,2,Schalke 04,Werder Bremen
2,2,FC Koln,SC Freiburg
3,1,Bayern Munich,Bochum
1,2,Eintracht Frankfurt,Hoffenheim
4,0,Hamburger SV,Nurnberg
1,1,Bayer Leverkusen,Hertha BSC
2,2,VfB Stuttgart,Mainz 05
1,1,Borussia Monchengladbach,Bayer Leverkusen
0,3,Bochum,Hannover 96
1,1,Werder Bremen,Hamburger SV
3,1,SC Freiburg,Borussia Dortmund
3,1,VfL Wolfsburg,Eintracht Frankfurt
1,0,Nurnberg,FC Koln
0,0,Mainz 05,Schalke 04
1,1,Hoffenheim,VfB Stuttgart
1,3,Hertha BSC,Bayern Munich
1,3,FC Koln,Kaiserslautern
2,1,Hamburger SV,Schalke 04
2,1,Bayern Munich,VfL Wolfsburg
0,2,Borussia Dortmund,Bayer Leverkusen
2,0,Mainz 05,VfB Stuttgart
1,1,Borussia Monchengladbach,Nurnberg
2,1,Hannover 96,Eintracht Frankfurt
4,1,Hoffenheim,Werder Bremen
1,3,SC Freiburg,St. Pauli
3,6,Bayer Leverkusen,Borussia Monchengladbach
1,3,Eintracht Frankfurt,Hamburger SV
3,4,VfL Wolfsburg,Mainz 05
1,3,VfB Stuttgart,Borussia Dortmund
0,1,St. Pauli,Hoffenheim
1,2,Nurnberg,SC Freiburg
4,2,Werder Bremen,FC Koln
2,0,Kaiserslautern,Bayern Munich
1,2,Schalke 04,Hannover 96
2,2,Hannover 96,Bayer Leverkusen
1,0,FC Koln,St. Pauli
0,4,Borussia Monchengladbach,Eintracht Frankfurt
2,0,Borussia Dortmund,VfL Wolfsburg
2,1,SC Freiburg,VfB Stuttgart
2,0,Hoffenheim,Schalke 04
0,0,Bayern Munich,Werder Bremen
2,1,Mainz 05,Kaiserslautern
1,1,Hamburger SV,Nurnberg
0,1,Eintracht Frankfurt,SC Freiburg
2,2,Kaiserslautern,Hoffenheim
1,3,Schalke 04,Borussia Dortmund
0,2,Werder Bremen,Mainz 05
2,0,VfL Wolfsburg,Hannover 96
0,0,Bayern Munich,FC Koln
7,0,VfB Stuttgart,Borussia Monchengladbach
1,1,St. Pauli,Hamburger SV
0,0,Bayer Leverkusen,Nurnberg
2,0,Mainz 05,FC Koln
1,2,SC Freiburg,Schalke 04
5,0,Borussia Dortmund,Kaiserslautern
1,2,Hoffenheim,Bayern Munich
2,1,Bayer Leverkusen,Eintracht Frankfurt
1,2,Borussia Monchengladbach,St. Pauli
4,1,Hannover 96,Werder Bremen
1,3,Hamburger SV,VfL Wolfsburg
2,1,Nurnberg,VfB Stuttgart
0,1,Kaiserslautern,Hannover 96
2,1,VfL Wolfsburg,SC Freiburg
1,1,FC Koln,Hoffenheim
1,4,VfB Stuttgart,Bayer Leverkusen
2,2,Schalke 04,Borussia Monchengladbach
1,3,St. Pauli,Borussia Dortmund
3,2,Werder Bremen,Hamburger SV
1,2,Bayern Munich,Mainz 05
2,0,Eintracht Frankfurt,Nurnberg
4,2,Mainz 05,Hoffenheim
0,1,Hannover 96,St. Pauli
2,2,Bayer Leverkusen,Werder Bremen
2,1,Nurnberg,Schalke 04
3,2,SC Freiburg,FC Koln
2,1,Hamburger SV,Kaiserslautern
2,0,Borussia Dortmund,Bayern Munich
1,2,VfB Stuttgart,Eintracht Frankfurt
1,1,Borussia Monchengladbach,VfL Wolfsburg
3,2,St. Pauli,Nurnberg
0,1,Mainz 05,Hamburger SV
3,2,Hoffenheim,Borussia Monchengladbach
0,3,Kaiserslautern,Eintracht Frankfurt
2,3,VfL Wolfsburg,Bayer Leverkusen
2,2,Schalke 04,VfB Stuttgart
1,2,FC Koln,Borussia Dortmund
2,1,Werder Bremen,SC Freiburg
3,0,Bayern Munich,Hannover 96
1,1,Borussia Dortmund,Hoffenheim
2,1,Hannover 96,FC Koln
1,4,Borussia Monchengladbach,Werder Bremen
0,1,Bayer Leverkusen,Mainz 05
2,0,VfB Stuttgart,St. Pauli
2,1,Nurnberg,VfL Wolfsburg
0,0,Eintracht Frankfurt,Schalke 04
2,1,SC Freiburg,Kaiserslautern
0,0,Hamburger SV,Bayern Munich
4,2,Bayern Munich,SC Freiburg
1,3,St. Pauli,Eintracht Frankfurt
2,0,VfL Wolfsburg,VfB Stuttgart
2,3,Werder Bremen,Nurnberg
3,0,Kaiserslautern,Borussia Monchengladbach
0,2,Mainz 05,Borussia Dortmund
3,2,FC Koln,Hamburger SV
4,0,Hoffenheim,Hannover 96
0,1,Schalke 04,Bayer Leverkusen
3,0,Schalke 04,St. Pauli
1,0,SC Freiburg,Mainz 05
3,1,Bayer Leverkusen,Kaiserslautern
3,1,Eintracht Frankfurt,VfL Wolfsburg
3,3,Borussia Monchengladbach,Bayern Munich
0,4,Hannover 96,Borussia Dortmund
6,0,VfB Stuttgart,Werder Bremen
2,1,Hamburger SV,Hoffenheim
3,1,Nurnberg,FC Koln
3,0,Bayern Munich,Nurnberg
2,2,VfL Wolfsburg,Schalke 04
0,1,Mainz 05,Hannover 96
0,1,Hoffenheim,SC Freiburg
3,3,Kaiserslautern,VfB Stuttgart
0,1,St. Pauli,Bayer Leverkusen
2,0,Borussia Dortmund,Hamburger SV
0,4,FC Koln,Borussia Monchengladbach
0,0,Werder Bremen,Eintracht Frankfurt
4,0,Schalke 04,Werder Bremen
2,3,Borussia Monchengladbach,Mainz 05
0,1,VfB Stuttgart,FC Koln
1,2,SC Freiburg,Borussia Dortmund
0,4,Eintracht Frankfurt,Hoffenheim
1,1,St. Pauli,VfL Wolfsburg
3,2,Hannover 96,Hamburger SV
1,1,Bayer Leverkusen,Bayern Munich
1,3,Nurnberg,Kaiserslautern
3,0,Werder Bremen,St. Pauli
3,0,Hannover 96,SC Freiburg
4,1,Bayern Munich,Eintracht Frankfurt
2,2,Hoffenheim,Bayer Leverkusen
4,1,Borussia Dortmund,Borussia Monchengladbach
4,2,Hamburger SV,VfB Stuttgart
1,1,FC Koln,VfL Wolfsburg
3,0,Mainz 05,Nurnberg
5,0,Kaiserslautern,Schalke 04
0,0,VfL Wolfsburg,Werder Bremen
3,2,Bayer Leverkusen,FC Koln
2,1,Eintracht Frankfurt,Mainz 05
1,2,Borussia Monchengladbach,Hannover 96
0,2,Nurnberg,Borussia Dortmund
1,1,VfB Stuttgart,Hoffenheim
2,0,Schalke 04,Bayern Munich
1,0,St. Pauli,Kaiserslautern
1,0,SC Freiburg,Hamburger SV
1,1,Hoffenheim,Nurnberg
1,0,FC Koln,Eintracht Frankfurt
2,4,Hamburger SV,Bayer Leverkusen
2,1,Hannover 96,VfB Stuttgart
0,1,Mainz 05,Schalke 04
3,0,SC Freiburg,Borussia Monchengladbach
0,0,Kaiserslautern,VfL Wolfsburg
3,0,Bayern Munich,St. Pauli
2,0,Borussia Dortmund,Werder Bremen
2,4,St. Pauli,Mainz 05
2,2,VfL Wolfsburg,Hoffenheim
2,2,Bayer Leverkusen,SC Freiburg
1,0,Eintracht Frankfurt,Borussia Dortmund
1,2,Werder Bremen,Kaiserslautern
3,1,Nurnberg,Hannover 96
3,0,Schalke 04,FC Koln
1,2,Borussia Monchengladbach,Hamburger SV
3,5,VfB Stuttgart,Bayern Munich
0,1,Nurnberg,Borussia Monchengladbach
1,3,Bayer Leverkusen,Borussia Dortmund
2,1,Werder Bremen,Hoffenheim
1,1,Kaiserslautern,FC Koln
1,0,VfB Stuttgart,Mainz 05
1,1,VfL Wolfsburg,Bayern Munich
0,1,Schalke 04,Hamburger SV
2,2,St. Pauli,SC Freiburg
0,3,Eintracht Frankfurt,Hannover 96
2,2,Hoffenheim,St. Pauli
0,1,Hannover 96,Schalke 04
0,1,Mainz 05,VfL Wolfsburg
1,1,SC Freiburg,Nurnberg
1,3,Borussia Monchengladbach,Bayer Leverkusen
1,0,Hamburger SV,Eintracht Frankfurt
3,0,FC Koln,Werder Bremen
5,1,Bayern Munich,Kaiserslautern
1,1,Borussia Dortmund,VfB Stuttgart
3,0,St. Pauli,FC Koln
1,3,Werder Bremen,Bayern Munich
2,0,Nurnberg,Hamburger SV
0,3,VfL Wolfsburg,Borussia Dortmund
0,1,Schalke 04,Hoffenheim
0,1,VfB Stuttgart,SC Freiburg
0,1,Eintracht Frankfurt,Borussia Monchengladbach
2,0,Bayer Leverkusen,Hannover 96
0,1,Kaiserslautern,Mainz 05
3,2,FC Koln,Bayern Munich
2,3,Borussia Monchengladbach,VfB Stuttgart
1,0,Nurnberg,Bayer Leverkusen
0,0,SC Freiburg,Eintracht Frankfurt
3,2,Hoffenheim,Kaiserslautern
0,0,Borussia Dortmund,Schalke 04
1,1,Mainz 05,Werder Bremen
1,0,Hannover 96,VfL Wolfsburg
0,1,Hamburger SV,St. Pauli
1,0,Schalke 04,SC Freiburg
1,1,Werder Bremen,Hannover 96
3,1,St. Pauli,Borussia Monchengladbach
4,0,Bayern Munich,Hoffenheim
1,4,VfB Stuttgart,Nurnberg
4,2,FC Koln,Mainz 05
0,1,VfL Wolfsburg,Hamburger SV
0,3,Eintracht Frankfurt,Bayer Leverkusen
1,1,Kaiserslautern,Borussia Dortmund
3,0,Nurnberg,Eintracht Frankfurt
3,0,Hannover 96,Kaiserslautern
2,0,Borussia Dortmund,St. Pauli
2,1,SC Freiburg,VfL Wolfsburg
1,1,Hoffenheim,FC Koln
1,3,Mainz 05,Bayern Munich
4,2,Bayer Leverkusen,VfB Stuttgart
4,0,Hamburger SV,Werder Bremen
2,1,Borussia Monchengladbach,Schalke 04
1,0,FC Koln,SC Freiburg
1,1,Schalke 04,Nurnberg
2,2,Werder Bremen,Bayer Leverkusen
1,1,Kaiserslautern,Hamburger SV
2,1,VfL Wolfsburg,Borussia Monchengladbach
1,2,Hoffenheim,Mainz 05
0,2,Eintracht Frankfurt,VfB Stuttgart
1,3,Bayern Munich,Borussia Dortmund
0,1,St. Pauli,Hannover 96
3,0,Bayer Leverkusen,VfL Wolfsburg
5,0,Nurnberg,St. Pauli
1,0,Borussia Dortmund,FC Koln
1,0,VfB Stuttgart,Schalke 04
2,4,Hamburger SV,Mainz 05
1,3,SC Freiburg,Werder Bremen
2,0,Borussia Monchengladbach,Hoffenheim
3,1,Hannover 96,Bayern Munich
0,0,Eintracht Frankfurt,Kaiserslautern
2,1,Kaiserslautern,SC Freiburg
1,0,Hoffenheim,Borussia Dortmund
2,1,Schalke 04,Eintracht Frankfurt
1,2,VfL Wolfsburg,Nurnberg
0,1,Mainz 05,Bayer Leverkusen
1,1,Werder Bremen,Borussia Monchengladbach
4,0,FC Koln,Hannover 96
1,2,St. Pauli,VfB Stuttgart
6,0,Bayern Munich,Hamburger SV
1,2,SC Freiburg,Bayern Munich
1,3,Nurnberg,Werder Bremen
1,1,VfB Stuttgart,VfL Wolfsburg
1,1,Borussia Dortmund,Mainz 05
2,0,Hannover 96,Hoffenheim
2,1,Eintracht Frankfurt,St. Pauli
2,0,Bayer Leverkusen,Schalke 04
6,2,Hamburger SV,FC Koln
0,1,Borussia Monchengladbach,Kaiserslautern
1,0,FC Koln,Nurnberg
1,1,VfL Wolfsburg,Eintracht Frankfurt
4,1,Borussia Dortmund,Hannover 96
0,0,Hoffenheim,Hamburger SV
0,1,Kaiserslautern,Bayer Leverkusen
0,2,St. Pauli,Schalke 04
1,0,Bayern Munich,Borussia Monchengladbach
1,1,Werder Bremen,VfB Stuttgart
1,1,Mainz 05,SC Freiburg
2,4,VfB Stuttgart,Kaiserslautern
2,0,Hannover 96,Mainz 05
2,1,Bayer Leverkusen,St. Pauli
1,1,Nurnberg,Bayern Munich
5,1,Borussia Monchengladbach,FC Koln
1,0,Schalke 04,VfL Wolfsburg
3,2,SC Freiburg,Hoffenheim
1,1,Hamburger SV,Borussia Dortmund
1,1,Eintracht Frankfurt,Werder Bremen
1,0,Hoffenheim,Eintracht Frankfurt
1,0,Mainz 05,Borussia Monchengladbach
3,0,Borussia Dortmund,SC Freiburg
0,0,Hamburger SV,Hannover 96
5,1,Bayern Munich,Bayer Leverkusen
1,3,FC Koln,VfB Stuttgart
0,2,Kaiserslautern,Nurnberg
1,1,Werder Bremen,Schalke 04
2,2,VfL Wolfsburg,St. Pauli
1,0,Borussia Monchengladbach,Borussia Dortmund
2,1,Bayer Leverkusen,Hoffenheim
1,3,St. Pauli,Werder Bremen
3,0,VfB Stuttgart,Hamburger SV
1,3,SC Freiburg,Hannover 96
0,1,Schalke 04,Kaiserslautern
4,1,VfL Wolfsburg,FC Koln
0,0,Nurnberg,Mainz 05
1,1,Eintracht Frankfurt,Bayern Munich
2,0,FC Koln,Bayer Leverkusen
3,0,Mainz 05,Eintracht Frankfurt
1,2,Hoffenheim,VfB Stuttgart
2,0,Borussia Dortmund,Nurnberg
2,0,Kaiserslautern,St. Pauli
0,1,Werder Bremen,VfL Wolfsburg
0,2,Hamburger SV,SC Freiburg
4,1,Bayern Munich,Schalke 04
0,1,Hannover 96,Borussia Monchengladbach
2,0,Werder Bremen,Borussia Dortmund
1,3,Schalke 04,Mainz 05
0,2,Eintracht Frankfurt,FC Koln
1,1,Bayer Leverkusen,Hamburger SV
2,1,VfB Stuttgart,Hannover 96
1,2,Nurnberg,Hoffenheim
1,2,VfL Wolfsburg,Kaiserslautern
1,8,St. Pauli,Bayern Munich
2,0,Borussia Monchengladbach,SC Freiburg
2,1,FC Koln,Schalke 04
3,1,Borussia Dortmund,Eintracht Frankfurt
3,1,Hannover 96,Nurnberg
1,3,Hoffenheim,VfL Wolfsburg
0,1,SC Freiburg,Bayer Leverkusen
3,2,Kaiserslautern,Werder Bremen
1,1,Hamburger SV,Borussia Monchengladbach
2,1,Mainz 05,St. Pauli
2,1,Bayern Munich,VfB Stuttgart
2,1,Hannover 96,Hoffenheim
0,1,Bayern Munich,Borussia Monchengladbach
3,0,VfB Stuttgart,Schalke 04
2,0,Mainz 05,Bayer Leverkusen
0,3,FC Koln,VfL Wolfsburg
0,1,Hertha BSC,Nurnberg
2,0,Werder Bremen,Kaiserslautern
3,1,Borussia Dortmund,Hamburger SV
2,2,Augsburg,SC Freiburg
5,1,Schalke 04,FC Koln
1,1,Kaiserslautern,Augsburg
1,2,Nurnberg,Hannover 96
1,0,Bayer Leverkusen,Werder Bremen
1,2,SC Freiburg,Mainz 05
0,1,VfL Wolfsburg,Bayern Munich
1,0,Hoffenheim,Borussia Dortmund
1,1,Borussia Monchengladbach,VfB Stuttgart
2,2,Hamburger SV,Hertha BSC
1,1,Hannover 96,Hertha BSC
5,0,Bayern Munich,Hamburger SV
2,4,Mainz 05,Schalke 04
2,0,Borussia Dortmund,Nurnberg
5,3,Werder Bremen,SC Freiburg
0,2,Augsburg,Hoffenheim
0,1,VfB Stuttgart,Bayer Leverkusen
1,1,FC Koln,Kaiserslautern
4,1,Borussia Monchengladbach,VfL Wolfsburg
0,0,Bayer Leverkusen,Borussia Dortmund
1,0,Schalke 04,Borussia Monchengladbach
3,0,SC Freiburg,VfL Wolfsburg
1,2,Hoffenheim,Werder Bremen
1,1,Hannover 96,Mainz 05
0,3,Kaiserslautern,Bayern Munich
1,0,Nurnberg,Augsburg
1,0,Hertha BSC,VfB Stuttgart
3,4,Hamburger SV,FC Koln
3,0,VfB Stuttgart,Hannover 96
2,0,Werder Bremen,Hamburger SV
2,1,VfL Wolfsburg,Schalke 04
1,0,Borussia Monchengladbach,Kaiserslautern
1,2,FC Koln,Nurnberg
1,2,Borussia Dortmund,Hertha BSC
1,4,Augsburg,Bayer Leverkusen
7,0,Bayern Munich,SC Freiburg
0,4,Mainz 05,Hoffenheim
0,1,Hamburger SV,Borussia Monchengladbach
3,1,Kaiserslautern,Mainz 05
1,2,SC Freiburg,VfB Stuttgart
3,1,Hoffenheim,VfL Wolfsburg
1,4,Bayer Leverkusen,FC Koln
1,1,Nurnberg,Werder Bremen
0,2,Schalke 04,Bayern Munich
2,1,Hannover 96,Borussia Dortmund
2,2,Hertha BSC,Augsburg
2,1,Werder Bremen,Hertha BSC
1,2,Mainz 05,Borussia Dortmund
1,2,VfB Stuttgart,Hamburger SV
4,2,Schalke 04,SC Freiburg
1,0,Borussia Monchengladbach,Nurnberg
2,0,FC Koln,Hoffenheim
1,0,VfL Wolfsburg,Kaiserslautern
0,0,Augsburg,Hannover 96
3,0,Bayern Munich,Bayer Leverkusen
4,0,Borussia Dortmund,Augsburg
3,1,Bayer Leverkusen,VfL Wolfsburg
1,0,SC Freiburg,Borussia Monchengladbach
1,2,Hamburger SV,Schalke 04
3,3,Nurnberg,Mainz 05
0,0,Hoffenheim,Bayern Munich
0,2,Kaiserslautern,VfB Stuttgart
3,2,Hannover 96,Werder Bremen
3,0,Hertha BSC,FC Koln
2,1,VfL Wolfsburg,Nurnberg
0,1,Mainz 05,Augsburg
1,2,Schalke 04,Kaiserslautern
2,2,Borussia Monchengladbach,Bayer Leverkusen
4,0,Bayern Munich,Hertha BSC
1,2,SC Freiburg,Hamburger SV
2,0,VfB Stuttgart,Hoffenheim
0,2,Werder Bremen,Borussia Dortmund
